ConformationTimeStamp,ITQ_Value 7,ITQ_Value 11,ITQ_Value 35,ITQ_Value 63,ActiveBinding
adrb2_000000,NA,NA,NA,NA,NA
adrb2_000200,2,3,(39),(84),Y
adrb2_000400,NA,NA,NA,NA,NA
adrb2_000600,NA,NA,NA,NA,NA
adrb2_000800,NA,NA,NA,NA,NA
adrb2_001200,NA,NA,NA,NA,NA
adrb2_001400,2,2,18,(64),Y
adrb2_001600,NA,NA,NA,NA,NA
adrb2_001800,NA,NA,NA,NA,NA
adrb2_002000,1,5,(45),(69),Y
adrb2_002200,NA,NA,NA,NA,NA
adrb2_002400,NA,NA,NA,NA,NA
adrb2_002600,NA,NA,NA,NA,NA
adrb2_002800,NA,NA,NA,NA,NA
adrb2_003000,NA,NA,NA,NA,NA
adrb2_003200,NA,NA,NA,NA,NA
adrb2_003400,NA,NA,NA,NA,NA
adrb2_003600,NA,NA,NA,NA,NA
adrb2_003800,NA,NA,NA,NA,NA
adrb2_004000,NA,NA,NA,NA,NA
adrb2_004200,NA,NA,NA,NA,NA
adrb2_004400,NA,NA,NA,NA,NA
adrb2_004600,NA,NA,NA,NA,NA
adrb2_004800,NA,NA,NA,NA,NA
adrb2_005000,NA,NA,NA,NA,NA
adrb2_005200,NA,NA,NA,NA,NA
adrb2_005400,NA,NA,NA,NA,NA
adrb2_005600,NA,NA,NA,NA,NA
adrb2_005800,NA,NA,NA,NA,NA
adrb2_006000,NA,NA,NA,NA,NA
adrb2_006200,NA,NA,NA,NA,NA
adrb2_006400,NA,NA,NA,NA,NA
adrb2_006600,NA,NA,NA,NA,NA
adrb2_006800,NA,NA,NA,NA,NA
adrb2_007000,NA,NA,NA,NA,NA
adrb2_007200,NA,NA,NA,NA,NA
adrb2_007400,NA,NA,NA,NA,NA
adrb2_007600,NA,NA,NA,NA,NA
adrb2_007800,NA,NA,NA,NA,NA
adrb2_008000,NA,NA,NA,NA,NA
adrb2_008200,NA,NA,NA,NA,NA
adrb2_008400,NA,NA,NA,NA,NA
adrb2_008600,NA,NA,NA,NA,NA
adrb2_008800,0,3,(42),(69),Y
adrb2_009000,NA,NA,NA,NA,NA
adrb2_009200,NA,NA,NA,NA,NA
adrb2_009400,NA,NA,NA,NA,NA
adrb2_009600,NA,NA,NA,NA,NA
adrb2_009800,NA,NA,NA,NA,NA
adrb2_010000,NA,NA,NA,NA,NA
adrb2_010200,NA,NA,NA,NA,NA
adrb2_010400,NA,NA,NA,NA,NA
adrb2_010600,NA,NA,NA,NA,NA
adrb2_010800,NA,NA,NA,NA,NA
adrb2_011000,NA,NA,NA,NA,NA
adrb2_011200,(7),9,31,55,Y
adrb2_011400,NA,NA,NA,NA,NA
adrb2_011600,NA,NA,NA,NA,NA
adrb2_011800,NA,NA,NA,NA,NA
adrb2_012000,NA,NA,NA,NA,NA
adrb2_012200,NA,NA,NA,NA,NA
adrb2_012400,NA,NA,NA,NA,NA
adrb2_012600,NA,NA,NA,NA,NA
adrb2_012800,NA,NA,NA,NA,NA
adrb2_013000,NA,NA,NA,NA,NA
adrb2_013200,NA,NA,NA,NA,NA
adrb2_013400,NA,NA,NA,NA,NA
adrb2_013600,NA,NA,NA,NA,NA
adrb2_013800,NA,NA,NA,NA,NA
adrb2_014000,NA,NA,NA,NA,NA
adrb2_014200,NA,NA,NA,NA,NA
adrb2_014400,NA,NA,NA,NA,NA
adrb2_014600,NA,NA,NA,NA,NA
adrb2_014800,NA,NA,NA,NA,NA
adrb2_015000,NA,NA,NA,NA,NA
adrb2_015200,NA,NA,NA,NA,NA
adrb2_015400,NA,NA,NA,NA,NA
adrb2_015600,NA,NA,NA,NA,NA
adrb2_015800,NA,NA,NA,NA,NA
adrb2_016000,NA,NA,NA,NA,NA
adrb2_016200,NA,NA,NA,NA,NA
adrb2_016400,NA,NA,NA,NA,NA
adrb2_016600,NA,NA,NA,NA,NA
adrb2_016800,NA,NA,NA,NA,NA
adrb2_017000,NA,NA,NA,NA,NA
adrb2_017200,NA,NA,NA,NA,NA
adrb2_017400,NA,NA,NA,NA,NA
adrb2_017600,NA,NA,NA,NA,NA
adrb2_017800,NA,NA,NA,NA,NA
adrb2_018000,NA,NA,NA,NA,NA
adrb2_018200,NA,NA,NA,NA,NA
adrb2_018400,NA,NA,NA,NA,NA
adrb2_018600,NA,NA,NA,NA,NA
adrb2_018800,NA,NA,NA,NA,NA
adrb2_019000,NA,NA,NA,NA,NA
adrb2_019200,NA,NA,NA,NA,NA
adrb2_019400,NA,NA,NA,NA,NA
adrb2_019600,NA,NA,NA,NA,NA
adrb2_019800,1,1,20,(66),Y
adrb2_020000,NA,NA,NA,NA,NA
adrb2_020200,NA,NA,NA,NA,NA
adrb2_020400,NA,NA,NA,NA,NA
adrb2_020600,NA,NA,NA,NA,NA
adrb2_020800,NA,NA,NA,NA,NA
adrb2_021000,NA,NA,NA,NA,NA
adrb2_021200,2,5,33,(67),Y
adrb2_021400,NA,NA,NA,NA,NA
adrb2_021600,NA,NA,NA,NA,NA
adrb2_021800,NA,NA,NA,NA,NA
adrb2_022000,NA,NA,NA,NA,NA
adrb2_022200,NA,NA,NA,NA,NA
adrb2_022400,NA,NA,NA,NA,NA
adrb2_022600,NA,NA,NA,NA,NA
adrb2_022800,NA,NA,NA,NA,NA
adrb2_023000,NA,NA,NA,NA,NA
adrb2_023200,NA,NA,NA,NA,NA
adrb2_023400,NA,NA,NA,NA,NA
adrb2_023600,4,6,31,(66),Y
adrb2_023800,NA,NA,NA,NA,NA
adrb2_024000,NA,NA,NA,NA,NA
adrb2_024200,NA,NA,NA,NA,NA
adrb2_024400,NA,NA,NA,NA,NA
adrb2_024600,NA,NA,NA,NA,NA
adrb2_024800,NA,NA,NA,NA,NA
adrb2_025000,NA,NA,NA,NA,NA
adrb2_025200,NA,NA,NA,NA,NA
adrb2_025400,NA,NA,NA,NA,NA
adrb2_025600,NA,NA,NA,NA,NA
adrb2_025800,NA,NA,NA,NA,NA
adrb2_026000,3,5,31,(63),Y
adrb2_026200,NA,NA,NA,NA,NA
adrb2_026400,NA,NA,NA,NA,NA
adrb2_026600,NA,NA,NA,NA,NA
adrb2_026800,NA,NA,NA,NA,NA
adrb2_027000,NA,NA,NA,NA,NA
adrb2_027200,NA,NA,NA,NA,NA
adrb2_027400,NA,NA,NA,NA,NA
adrb2_027600,NA,NA,NA,NA,NA
adrb2_027800,3,6,(36),(82),Y
adrb2_028000,NA,NA,NA,NA,NA
adrb2_028200,NA,NA,NA,NA,NA
adrb2_028400,NA,NA,NA,NA,NA
adrb2_028600,NA,NA,NA,NA,NA
adrb2_028800,NA,NA,NA,NA,NA
adrb2_029000,NA,NA,NA,NA,NA
adrb2_029200,NA,NA,NA,NA,NA
adrb2_029400,NA,NA,NA,NA,NA
adrb2_029600,NA,NA,NA,NA,NA
adrb2_029800,NA,NA,NA,NA,NA
adrb2_030000,NA,NA,NA,NA,NA
adrb2_030200,NA,NA,NA,NA,NA
adrb2_030400,NA,NA,NA,NA,NA
adrb2_030600,NA,NA,NA,NA,NA
adrb2_030800,NA,NA,NA,NA,NA
adrb2_031000,NA,NA,NA,NA,NA
adrb2_031200,NA,NA,NA,NA,NA
adrb2_031400,NA,NA,NA,NA,NA
adrb2_031600,NA,NA,NA,NA,NA
adrb2_031800,NA,NA,NA,NA,NA
adrb2_032000,NA,NA,NA,NA,NA
adrb2_032200,NA,NA,NA,NA,NA
adrb2_032400,NA,NA,NA,NA,NA
adrb2_032600,NA,NA,NA,NA,NA
adrb2_032800,NA,NA,NA,NA,NA
adrb2_033000,NA,NA,NA,NA,NA
adrb2_033200,2,4,23,(64),Y
adrb2_033400,NA,NA,NA,NA,NA
adrb2_033600,NA,NA,NA,NA,NA
adrb2_033800,NA,NA,NA,NA,NA
adrb2_034000,NA,NA,NA,NA,NA
adrb2_034200,NA,NA,NA,NA,NA
adrb2_034400,NA,NA,NA,NA,NA
adrb2_034600,NA,NA,NA,NA,NA
adrb2_034800,NA,NA,NA,NA,NA
adrb2_035000,NA,NA,NA,NA,NA
adrb2_035200,NA,NA,NA,NA,NA
adrb2_035400,NA,NA,NA,NA,NA
adrb2_035600,NA,NA,NA,NA,NA
adrb2_035800,NA,NA,NA,NA,NA
adrb2_036000,NA,NA,NA,NA,NA
adrb2_036200,NA,NA,NA,NA,NA
adrb2_036400,NA,NA,NA,NA,NA
adrb2_036600,NA,NA,NA,NA,NA
adrb2_036800,NA,NA,NA,NA,NA
adrb2_037000,NA,NA,NA,NA,NA
adrb2_037200,NA,NA,NA,NA,NA
adrb2_037400,NA,NA,NA,NA,NA
adrb2_037600,NA,NA,NA,NA,NA
adrb2_037800,4,6,29,(73),Y
adrb2_038000,NA,NA,NA,NA,NA
adrb2_038200,NA,NA,NA,NA,NA
adrb2_038400,NA,NA,NA,NA,NA
adrb2_038600,NA,NA,NA,NA,NA
adrb2_038800,NA,NA,NA,NA,NA
adrb2_039000,NA,NA,NA,NA,NA
adrb2_039200,NA,NA,NA,NA,NA
adrb2_039400,NA,NA,NA,NA,NA
adrb2_039600,NA,NA,NA,NA,NA
adrb2_039800,NA,NA,NA,NA,NA
adrb2_040000,NA,NA,NA,NA,NA
adrb2_040200,NA,NA,NA,NA,NA
adrb2_040400,NA,NA,NA,NA,NA
adrb2_040600,NA,NA,NA,NA,NA
adrb2_040800,NA,NA,NA,NA,NA
adrb2_041000,NA,NA,NA,NA,NA
adrb2_041200,NA,NA,NA,NA,NA
adrb2_041400,NA,NA,NA,NA,NA
adrb2_041600,NA,NA,NA,NA,NA
adrb2_041800,NA,NA,NA,NA,NA
adrb2_042000,NA,NA,NA,NA,NA
adrb2_042200,NA,NA,NA,NA,NA
adrb2_042400,NA,NA,NA,NA,NA
adrb2_042600,NA,NA,NA,NA,NA
adrb2_042800,NA,NA,NA,NA,NA
adrb2_043000,NA,NA,NA,NA,NA
adrb2_043200,5,(12),(53),(77),Y
adrb2_043400,NA,NA,NA,NA,NA
adrb2_043600,NA,NA,NA,NA,NA
adrb2_043800,NA,NA,NA,NA,NA
adrb2_044000,NA,NA,NA,NA,NA
adrb2_044200,NA,NA,NA,NA,NA
adrb2_044400,NA,NA,NA,NA,NA
adrb2_044600,NA,NA,NA,NA,NA
adrb2_044800,NA,NA,NA,NA,NA
adrb2_045000,NA,NA,NA,NA,NA
adrb2_045200,NA,NA,NA,NA,NA
adrb2_045400,NA,NA,NA,NA,NA
adrb2_045600,NA,NA,NA,NA,NA
adrb2_045800,NA,NA,NA,NA,NA
adrb2_046000,NA,NA,NA,NA,NA
adrb2_046200,NA,NA,NA,NA,NA
adrb2_046400,NA,NA,NA,NA,NA
adrb2_046600,NA,NA,NA,NA,NA
adrb2_046800,NA,NA,NA,NA,NA
adrb2_047000,NA,NA,NA,NA,NA
adrb2_047200,NA,NA,NA,NA,NA
adrb2_047400,NA,NA,NA,NA,NA
adrb2_047600,NA,NA,NA,NA,NA
adrb2_047800,NA,NA,NA,NA,NA
adrb2_048000,NA,NA,NA,NA,NA
adrb2_048200,NA,NA,NA,NA,NA
adrb2_048400,NA,NA,NA,NA,NA
adrb2_048600,NA,NA,NA,NA,NA
adrb2_048800,4,8,34,(68),Y
adrb2_049000,NA,NA,NA,NA,NA
adrb2_049200,NA,NA,NA,NA,NA
adrb2_049400,NA,NA,NA,NA,NA
adrb2_049600,NA,NA,NA,NA,NA
adrb2_049800,NA,NA,NA,NA,NA
adrb2_050000,NA,NA,NA,NA,NA
adrb2_050200,NA,NA,NA,NA,NA
adrb2_050400,NA,NA,NA,NA,NA
adrb2_050600,NA,NA,NA,NA,NA
adrb2_050800,NA,NA,NA,NA,NA
adrb2_051000,NA,NA,NA,NA,NA
adrb2_051200,NA,NA,NA,NA,NA
adrb2_051400,NA,NA,NA,NA,NA
adrb2_051600,NA,NA,NA,NA,NA
adrb2_051800,NA,NA,NA,NA,NA
adrb2_052000,NA,NA,NA,NA,NA
adrb2_052200,NA,NA,NA,NA,NA
adrb2_052400,NA,NA,NA,NA,NA
adrb2_052600,NA,NA,NA,NA,NA
adrb2_052800,NA,NA,NA,NA,NA
adrb2_053000,NA,NA,NA,NA,NA
adrb2_053200,NA,NA,NA,NA,NA
adrb2_053400,NA,NA,NA,NA,NA
adrb2_053600,NA,NA,NA,NA,NA
adrb2_053800,NA,NA,NA,NA,NA
adrb2_054000,NA,NA,NA,NA,NA
adrb2_054200,NA,NA,NA,NA,NA
adrb2_054400,NA,NA,NA,NA,NA
adrb2_054600,NA,NA,NA,NA,NA
adrb2_054800,NA,NA,NA,NA,NA
adrb2_055000,NA,NA,NA,NA,NA
adrb2_055200,NA,NA,NA,NA,NA
adrb2_055400,NA,NA,NA,NA,NA
adrb2_055600,NA,NA,NA,NA,NA
adrb2_055800,1,3,(49),(72),Y
adrb2_056000,NA,NA,NA,NA,NA
adrb2_056200,NA,NA,NA,NA,NA
adrb2_056400,NA,NA,NA,NA,NA
adrb2_056600,NA,NA,NA,NA,NA
adrb2_056800,NA,NA,NA,NA,NA
adrb2_057000,NA,NA,NA,NA,NA
adrb2_057200,NA,NA,NA,NA,NA
adrb2_057400,3,6,(41),(72),Y
adrb2_057600,NA,NA,NA,NA,NA
adrb2_057800,NA,NA,NA,NA,NA
adrb2_058000,NA,NA,NA,NA,NA
adrb2_058200,NA,NA,NA,NA,NA
adrb2_058400,NA,NA,NA,NA,NA
adrb2_058600,NA,NA,NA,NA,NA
adrb2_058800,NA,NA,NA,NA,NA
adrb2_059000,NA,NA,NA,NA,NA
adrb2_059200,NA,NA,NA,NA,NA
adrb2_059400,NA,NA,NA,NA,NA
adrb2_059600,NA,NA,NA,NA,NA
adrb2_059800,NA,NA,NA,NA,NA
adrb2_060000,NA,NA,NA,NA,NA
adrb2_060200,NA,NA,NA,NA,NA
adrb2_060400,NA,NA,NA,NA,NA
adrb2_060600,NA,NA,NA,NA,NA
adrb2_060800,NA,NA,NA,NA,NA
adrb2_061000,NA,NA,NA,NA,NA
adrb2_061400,NA,NA,NA,NA,NA
adrb2_061600,NA,NA,NA,NA,NA
adrb2_061800,NA,NA,NA,NA,NA
adrb2_062000,NA,NA,NA,NA,NA
adrb2_062200,NA,NA,NA,NA,NA
adrb2_062400,NA,NA,NA,NA,NA
adrb2_062600,NA,NA,NA,NA,NA
adrb2_062800,NA,NA,NA,NA,NA
adrb2_063000,NA,NA,NA,NA,NA
adrb2_063200,NA,NA,NA,NA,NA
adrb2_063400,NA,NA,NA,NA,NA
adrb2_063600,NA,NA,NA,NA,NA
adrb2_063800,NA,NA,NA,NA,NA
adrb2_064000,NA,NA,NA,NA,NA
adrb2_064200,NA,NA,NA,NA,NA
adrb2_064400,NA,NA,NA,NA,NA
adrb2_064600,NA,NA,NA,NA,NA
adrb2_064800,1,2,(47),(79),Y
adrb2_065000,NA,NA,NA,NA,NA
adrb2_065200,NA,NA,NA,NA,NA
adrb2_065400,NA,NA,NA,NA,NA
adrb2_065600,NA,NA,NA,NA,NA
adrb2_065800,NA,NA,NA,NA,NA
adrb2_066000,NA,NA,NA,NA,NA
adrb2_066200,NA,NA,NA,NA,NA
adrb2_066400,NA,NA,NA,NA,NA
adrb2_066600,NA,NA,NA,NA,NA
adrb2_066800,NA,NA,NA,NA,NA
adrb2_067000,NA,NA,NA,NA,NA
adrb2_067400,NA,NA,NA,NA,NA
adrb2_067600,NA,NA,NA,NA,NA
adrb2_067800,(7),9,23,44,Y
adrb2_068000,NA,NA,NA,NA,NA
adrb2_068200,NA,NA,NA,NA,NA
adrb2_068400,NA,NA,NA,NA,NA
adrb2_068600,NA,NA,NA,NA,NA
adrb2_068800,NA,NA,NA,NA,NA
adrb2_069000,NA,NA,NA,NA,NA
adrb2_069200,NA,NA,NA,NA,NA
adrb2_069400,NA,NA,NA,NA,NA
adrb2_069600,NA,NA,NA,NA,NA
adrb2_069800,NA,NA,NA,NA,NA
adrb2_070200,3,9,(37),(79),Y
adrb2_070400,NA,NA,NA,NA,NA
adrb2_070600,NA,NA,NA,NA,NA
adrb2_070800,NA,NA,NA,NA,NA
adrb2_071000,NA,NA,NA,NA,NA
adrb2_071200,NA,NA,NA,NA,NA
adrb2_071400,NA,NA,NA,NA,NA
adrb2_071600,NA,NA,NA,NA,NA
adrb2_071800,NA,NA,NA,NA,NA
adrb2_072000,NA,NA,NA,NA,NA
adrb2_072200,NA,NA,NA,NA,NA
adrb2_072400,NA,NA,NA,NA,NA
adrb2_072600,NA,NA,NA,NA,NA
adrb2_072800,3,5,(43),(71),Y
adrb2_073000,NA,NA,NA,NA,NA
adrb2_073200,NA,NA,NA,NA,NA
adrb2_073400,2,8,(48),(83),Y
adrb2_073600,NA,NA,NA,NA,NA
adrb2_073800,NA,NA,NA,NA,NA
adrb2_074000,NA,NA,NA,NA,NA
adrb2_074200,NA,NA,NA,NA,NA
adrb2_074400,NA,NA,NA,NA,NA
adrb2_074600,NA,NA,NA,NA,NA
adrb2_074800,2,10,(37),62,Y
adrb2_075000,NA,NA,NA,NA,NA
adrb2_075200,NA,NA,NA,NA,NA
adrb2_075400,NA,NA,NA,NA,NA
adrb2_075600,NA,NA,NA,NA,NA
adrb2_075800,NA,NA,NA,NA,NA
adrb2_076000,1,2,32,(67),Y
adrb2_076200,NA,NA,NA,NA,NA
adrb2_076400,6,9,(35),(73),Y
adrb2_076600,NA,NA,NA,NA,NA
adrb2_076800,NA,NA,NA,NA,NA
adrb2_077000,NA,NA,NA,NA,NA
adrb2_077200,NA,NA,NA,NA,NA
adrb2_077400,NA,NA,NA,NA,NA
adrb2_077600,0,2,(38),(68),Y
adrb2_077800,NA,NA,NA,NA,NA
adrb2_078000,NA,NA,NA,NA,NA
adrb2_078200,NA,NA,NA,NA,NA
adrb2_078400,NA,NA,NA,NA,NA
adrb2_078600,NA,NA,NA,NA,NA
adrb2_078800,NA,NA,NA,NA,NA
adrb2_079000,NA,NA,NA,NA,NA
adrb2_079200,NA,NA,NA,NA,NA
adrb2_079400,NA,NA,NA,NA,NA
adrb2_079600,NA,NA,NA,NA,NA
adrb2_080000,NA,NA,NA,NA,NA
adrb2_080200,NA,NA,NA,NA,NA
adrb2_080400,NA,NA,NA,NA,NA
adrb2_080600,NA,NA,NA,NA,NA
adrb2_080800,NA,NA,NA,NA,NA
adrb2_081000,0,2,(42),(71),Y
adrb2_081200,NA,NA,NA,NA,NA
adrb2_081400,NA,NA,NA,NA,NA
adrb2_081600,(8),(13),29,47,Y
adrb2_081800,0,1,19,(69),Y
adrb2_082000,NA,NA,NA,NA,NA
adrb2_082600,NA,NA,NA,NA,NA
adrb2_082800,NA,NA,NA,NA,NA
adrb2_083000,NA,NA,NA,NA,NA
adrb2_083200,NA,NA,NA,NA,NA
adrb2_083400,NA,NA,NA,NA,NA
adrb2_083600,NA,NA,NA,NA,NA
adrb2_083800,NA,NA,NA,NA,NA
adrb2_084000,NA,NA,NA,NA,NA
adrb2_084200,NA,NA,NA,NA,NA
adrb2_084400,NA,NA,NA,NA,NA
adrb2_084600,NA,NA,NA,NA,NA
adrb2_084800,NA,NA,NA,NA,NA
adrb2_085000,NA,NA,NA,NA,NA
adrb2_085200,NA,NA,NA,NA,NA
adrb2_085400,NA,NA,NA,NA,NA
adrb2_085600,NA,NA,NA,NA,NA
adrb2_085800,NA,NA,NA,NA,NA
adrb2_086000,NA,NA,NA,NA,NA
adrb2_086200,NA,NA,NA,NA,NA
adrb2_086400,NA,NA,NA,NA,NA
adrb2_086600,NA,NA,NA,NA,NA
adrb2_086800,NA,NA,NA,NA,NA
adrb2_087000,NA,NA,NA,NA,NA
adrb2_087200,NA,NA,NA,NA,NA
adrb2_087600,NA,NA,NA,NA,NA
adrb2_087800,NA,NA,NA,NA,NA
adrb2_088000,NA,NA,NA,NA,NA
adrb2_088200,NA,NA,NA,NA,NA
adrb2_088400,NA,NA,NA,NA,NA
adrb2_088600,NA,NA,NA,NA,NA
adrb2_088800,NA,NA,NA,NA,NA
adrb2_089000,NA,NA,NA,NA,NA
adrb2_089200,NA,NA,NA,NA,NA
adrb2_089400,NA,NA,NA,NA,NA
adrb2_089600,NA,NA,NA,NA,NA
adrb2_089800,NA,NA,NA,NA,NA
adrb2_090000,NA,NA,NA,NA,NA
adrb2_090200,NA,NA,NA,NA,NA
adrb2_090400,NA,NA,NA,NA,NA
adrb2_090800,NA,NA,NA,NA,NA
adrb2_091000,1,3,31,(63),Y
adrb2_091200,NA,NA,NA,NA,NA
adrb2_091400,NA,NA,NA,NA,NA
adrb2_091600,NA,NA,NA,NA,NA
adrb2_091800,NA,NA,NA,NA,NA
adrb2_092000,NA,NA,NA,NA,NA
adrb2_092200,NA,NA,NA,NA,NA
adrb2_092400,NA,NA,NA,NA,NA
adrb2_092600,NA,NA,NA,NA,NA
adrb2_092800,NA,NA,NA,NA,NA
adrb2_093000,NA,NA,NA,NA,NA
adrb2_093200,NA,NA,NA,NA,NA
adrb2_093400,NA,NA,NA,NA,NA
adrb2_093600,NA,NA,NA,NA,NA
adrb2_093800,NA,NA,NA,NA,NA
adrb2_094000,4,6,30,(64),Y
adrb2_094200,NA,NA,NA,NA,NA
adrb2_094400,2,5,31,(66),Y
adrb2_094600,NA,NA,NA,NA,NA
adrb2_094800,NA,NA,NA,NA,NA
adrb2_095000,NA,NA,NA,NA,NA
adrb2_095200,0,1,11,(64),Y
adrb2_095400,NA,NA,NA,NA,NA
adrb2_095600,NA,NA,NA,NA,NA
adrb2_095800,NA,NA,NA,NA,NA
adrb2_096000,NA,NA,NA,NA,NA
adrb2_096200,NA,NA,NA,NA,NA
adrb2_096400,NA,NA,NA,NA,NA
adrb2_096600,NA,NA,NA,NA,NA
adrb2_096800,NA,NA,NA,NA,NA
adrb2_097000,NA,NA,NA,NA,NA
adrb2_097200,NA,NA,NA,NA,NA
adrb2_097400,NA,NA,NA,NA,NA
adrb2_097600,NA,NA,NA,NA,NA
adrb2_098000,NA,NA,NA,NA,NA
adrb2_098200,NA,NA,NA,NA,NA
adrb2_098400,NA,NA,NA,NA,NA
adrb2_098600,1,2,(39),(76),Y
adrb2_098800,NA,NA,NA,NA,NA
adrb2_099000,NA,NA,NA,NA,NA
adrb2_099200,NA,NA,NA,NA,NA
adrb2_099400,NA,NA,NA,NA,NA
adrb2_099600,NA,NA,NA,NA,NA
adrb2_099800,NA,NA,NA,NA,NA
adrb2_100000,NA,NA,NA,NA,NA
adrb2_100200,NA,NA,NA,NA,NA
adrb2_100400,NA,NA,NA,NA,NA
adrb2_100600,NA,NA,NA,NA,NA
adrb2_100800,NA,NA,NA,NA,NA
adrb2_101000,NA,NA,NA,NA,NA
adrb2_101200,NA,NA,NA,NA,NA
adrb2_101400,NA,NA,NA,NA,NA
adrb2_101600,NA,NA,NA,NA,NA
adrb2_101800,NA,NA,NA,NA,NA
adrb2_102000,NA,NA,NA,NA,NA
adrb2_102200,NA,NA,NA,NA,NA
adrb2_102400,NA,NA,NA,NA,NA
adrb2_102600,NA,NA,NA,NA,NA
adrb2_102800,NA,NA,NA,NA,NA
adrb2_103000,NA,NA,NA,NA,NA
adrb2_103200,NA,NA,NA,NA,NA
adrb2_103400,NA,NA,NA,NA,NA
adrb2_103600,NA,NA,NA,NA,NA
adrb2_103800,NA,NA,NA,NA,NA
adrb2_104000,NA,NA,NA,NA,NA
adrb2_104200,NA,NA,NA,NA,NA
adrb2_104400,NA,NA,NA,NA,NA
adrb2_104600,NA,NA,NA,NA,NA
adrb2_104800,NA,NA,NA,NA,NA
adrb2_105000,NA,NA,NA,NA,NA
adrb2_105200,NA,NA,NA,NA,NA
adrb2_105400,NA,NA,NA,NA,NA
adrb2_105600,NA,NA,NA,NA,NA
adrb2_105800,NA,NA,NA,NA,NA
adrb2_106000,NA,NA,NA,NA,NA
adrb2_106200,NA,NA,NA,NA,NA
adrb2_106400,NA,NA,NA,NA,NA
adrb2_106600,NA,NA,NA,NA,NA
adrb2_106800,NA,NA,NA,NA,NA
adrb2_107000,NA,NA,NA,NA,NA
adrb2_107200,NA,NA,NA,NA,NA
adrb2_107400,1,3,24,(71),Y
adrb2_107600,NA,NA,NA,NA,NA
adrb2_107800,NA,NA,NA,NA,NA
adrb2_108000,NA,NA,NA,NA,NA
adrb2_108200,NA,NA,NA,NA,NA
adrb2_108400,NA,NA,NA,NA,NA
adrb2_108600,NA,NA,NA,NA,NA
adrb2_108800,NA,NA,NA,NA,NA
adrb2_109000,NA,NA,NA,NA,NA
adrb2_109200,NA,NA,NA,NA,NA
adrb2_109400,NA,NA,NA,NA,NA
adrb2_109600,NA,NA,NA,NA,NA
adrb2_109800,NA,NA,NA,NA,NA
adrb2_110000,NA,NA,NA,NA,NA
adrb2_110200,NA,NA,NA,NA,NA
adrb2_110400,NA,NA,NA,NA,NA
adrb2_110600,NA,NA,NA,NA,NA
adrb2_110800,NA,NA,NA,NA,NA
adrb2_111000,1,5,34,(68),Y
adrb2_111200,NA,NA,NA,NA,NA
adrb2_111400,NA,NA,NA,NA,NA
adrb2_111600,NA,NA,NA,NA,NA
adrb2_111800,NA,NA,NA,NA,NA
adrb2_112000,NA,NA,NA,NA,NA
adrb2_112200,NA,NA,NA,NA,NA
adrb2_112400,0,3,(35),(65),Y
adrb2_112600,NA,NA,NA,NA,NA
adrb2_112800,NA,NA,NA,NA,NA
adrb2_113000,NA,NA,NA,NA,NA
adrb2_113200,NA,NA,NA,NA,NA
adrb2_113400,NA,NA,NA,NA,NA
adrb2_113600,NA,NA,NA,NA,NA
adrb2_113800,NA,NA,NA,NA,NA
adrb2_114000,NA,NA,NA,NA,NA
adrb2_114400,NA,NA,NA,NA,NA
adrb2_114600,NA,NA,NA,NA,NA
adrb2_114800,NA,NA,NA,NA,NA
adrb2_115000,NA,NA,NA,NA,NA
adrb2_115200,NA,NA,NA,NA,NA
adrb2_115400,NA,NA,NA,NA,NA
adrb2_115600,NA,NA,NA,NA,NA
adrb2_115800,NA,NA,NA,NA,NA
adrb2_116000,NA,NA,NA,NA,NA
adrb2_116200,NA,NA,NA,NA,NA
adrb2_116400,NA,NA,NA,NA,NA
adrb2_116600,NA,NA,NA,NA,NA
adrb2_116800,NA,NA,NA,NA,NA
adrb2_117000,NA,NA,NA,NA,NA
adrb2_117200,NA,NA,NA,NA,NA
adrb2_117400,NA,NA,NA,NA,NA
adrb2_117600,NA,NA,NA,NA,NA
adrb2_117800,NA,NA,NA,NA,NA
adrb2_118000,NA,NA,NA,NA,NA
adrb2_118200,NA,NA,NA,NA,NA
adrb2_118400,NA,NA,NA,NA,NA
adrb2_118600,NA,NA,NA,NA,NA
adrb2_118800,NA,NA,NA,NA,NA
adrb2_119000,NA,NA,NA,NA,NA
adrb2_119200,0,2,(36),57,Y
adrb2_119400,NA,NA,NA,NA,NA
adrb2_119600,NA,NA,NA,NA,NA
adrb2_119800,NA,NA,NA,NA,NA
adrb2_120000,NA,NA,NA,NA,NA
adrb2_120200,NA,NA,NA,NA,NA
adrb2_120400,NA,NA,NA,NA,NA
adrb2_120600,NA,NA,NA,NA,NA
adrb2_120800,NA,NA,NA,NA,NA
adrb2_121000,NA,NA,NA,NA,NA
adrb2_121200,NA,NA,NA,NA,NA
adrb2_121400,NA,NA,NA,NA,NA
adrb2_121600,NA,NA,NA,NA,NA
adrb2_121800,NA,NA,NA,NA,NA
adrb2_122000,NA,NA,NA,NA,NA
adrb2_122200,NA,NA,NA,NA,NA
adrb2_122400,NA,NA,NA,NA,NA
adrb2_122600,NA,NA,NA,NA,NA
adrb2_122800,NA,NA,NA,NA,NA
adrb2_123000,NA,NA,NA,NA,NA
adrb2_123200,NA,NA,NA,NA,NA
adrb2_123400,NA,NA,NA,NA,NA
adrb2_123600,NA,NA,NA,NA,NA
adrb2_123800,NA,NA,NA,NA,NA
adrb2_124000,NA,NA,NA,NA,NA
